,X,Y
5532,lt bastian industri inc nd qtr jan loss net loss vs loss sale mln vs mln st half net loss vs loss sale mln vs mln note compani recent went privat latest quarter net includ dlr tax credit current half net includ gain dlr pretax termin pension plan,['earn']
5533,u k base rate fall soon say analyst today modest half point cut u k bank base lend rate pct signal bank england determin maintain cautiou monetari stanc financi market appear set forc hand analyst said said half point cut base rate pct bound occur within next week rate may shed half point soon market remain buoyant earlier market brace one point cut rate yesterday budget set sharp three billion stg reduct govern borrow target four billion stg sterl money market rate move lower key three month interbank rate pct start busi yesterday sterl ralli four year high dollar activ trade govern bond price also surg budget gain excess one point push yield long term paper nine pct first time nearli year today smaller expect rate cut appear placat market analyst said money market rate recov point earlier low sterl gilt came high trade ground near halt analyst said slowdown like temporari reapprais sterl asset intern investor set resum earli tomorrow lead higher gilt price exchang rate advanc lower money market rate today cut slightli disappoint said bill martin chief u k economist stockbrok phillip drew bank england take cautiou line temper market first rush blood head budget analyst said bank move today lend two week cash u k discount hous lower pct suggest hope maintain new rate period time analyst agre success would depend larg sterl perform near term sharp rise pound valu could check initi bank england intervent eventu gain would forc bank cut interest rate rate market seem accept modest cut time said midland bank treasuri economist david simmond sceptic bank abl hold rate long simmond said saw sterl rise anoth two u cent week around dlr forc rate cut friday robin marshal chief economist chase manhattan secur said anoth half point come near term week next week latest see whole point base rate next two three week analyst stress apart prestig britain littl gain sharp rise sterl exchang rate martin phillip drew said dampen effect sterl rise consum price inflat would materialis least nine month hamper impact manufactur export would show almost immedi analyst said budget featur incom tax cut well cautiou plan public financ improv chanc elect conserv govern probabl advanc elect date one must held june combin overal good prospect u k economi like fuel foreign rush sterl denomin asset push pound valu well unoffici target mark denomin invest larg favour low yield dull econom outlook chase marshal said sterl simpli best game town especi budget demand remain strong,"['interest', 'money-fx']"
5534,commerci nation corp lt cncl cut quarterli commerci nation corp said cut quarterli dividend ct per share ct due current expect earn compani said dividend payabl april holder record march,['earn']
5535,timberland industri inc lt timb th qtr net shr ct vs ct net vs sale mln vs mln year shr ct vs ct net vs sale mln vs mln,['earn']
5536,lt municip financi corp st qtr jan net shr ct vs ct net vs rev mln vs mln asset mln vs mln,['earn']
5537,pakistan swedish good exchang agre pakistan sweden sign commod exchang agreement mln dlr way pakistan govern announc pakistan export agreement includ raw cotton cotton product cotton textil steel product molass naphtha fresh dri fruit swedish export pakistan includ medic laboratori equip electr telecommun equip diesel engin spare mine secur equip road build construct machineri fertilis palm oil,"['cotton', 'iron-steel', 'naphtha', 'palm-oil', 'trade', 'veg-oil']"
5538,peat marwick nolan norton merg lt peat marwick account manag consult firm lt nolan norton co inform technolog plan concern said merg compani said merger nolan known nolan norton co partner inform technolog arm peat marwick also part merger nolan princip becom peat marwick partner compani said,['acq']
5539,tru joist lt tjco acquir canadian firm tru joist corp said agre purchas dashwood industri ltd canadian wood window patio door manufactur undisclos amount cash tru joist said expect close transact june,['acq']
5540,kinder care lt kndr see higher earn kinder care inc project earn mln dlr richard grassgreen presid compani said earn per share expect ct one dlr comparison ct earn per share fiscal year end august ct trail month end novemb greengrass said repres earn per share increas approxim pct compani said chang fiscal year end august decemb,['earn']
5541,robbin myer inc lt robn nd qtr feb net shr profit ct vs loss dlr net profit vs loss sale mln vs mln first half shr loss ct vs loss dlr net loss vs loss sale mln vs mln avg shr vs backlog mln vs mln,['earn']
5542,econom spotlight japan shipbuild recoveri japan ail shipbuild industri plan refloat year twin rock recess strong yen capac workforc cut greater use comput industri sourc told reuter salvag measur includ govern sponsor rationalis program aim claw back market japan world leader lost south korea currenc labour cost disadvantag said sourc said south korea yard pct competit japan due factor govern plan help industri shed pct current capac within two year merger regroup legisl put parliament month like approv may june sourc said said septemb semi govern bodi assur repay billion yen liabil incur job loss sale excess capac anoth billion buy unneed land equip last friday shipbuild associ japan appli fair trade commiss form cartel slash tonnag built half total capac year april commiss held sever hear industri approv given month sourc said clampdown output one two year combin plan cost cut streamlin program state support help japanes yard recov intern competit said cartel propos yard capabl build ship gross tonn would build maximum three mln compens gross regist tonn cgrt half total capac eas cut throat competit forc yard sign order cost sourc said industri like seek renew cartel transport ministri see new order fall mln cgrt mln said rationalis program includ cut estim worker industri japanes yard top world order book end decemb follow south korea taiwan accord lloyd regist ship howev fall order declin intern competit due strong yen led heavi loss industri sourc said four japan six major heavi machineri shipbuild compani report current deficit first half year march five expect report current deficit whole said shipbuild compani streamlin program rais product compet south korean yard also hard hit declin order low ship price recnt year sourc said japan singl yard lead industri result fierc competit slow progress reduc capac two largest firm mitsubishi heavi industri ltd lt mith ishikawajima harima heavi industri co ltd lt jima account pct ship built sourc said world shipown hope japanes yard manag ride recess technolog best world said offici major japanes ship compani japanes merchant fleet largest liberia intent shift countri buy ship encourag japanes yard sourc said,['ship']
